parm,est_ela,se_ela
female,.1140975293647707,.002573307876565
black,-.169985187126656,.0112776500001169
white,-.0126926698515274,.0101580783786809
hispanic,-.1153377028453714,.0090115900507915
asian,.0640006705616661,.0117375869878804
poverty,.0107114740708382,.002712557369105
el,-.195194068030513,.0042748438275098
eng_home,-.0870285960777006,.005214555040386
lag_math,.1802602722027406,.0029956343107923
lag_ela,.5827730730176778,.003082570391929
peer_q,-.0709336131022755,.0104147889269351
magnet_female,.0009233911474804,.0093117514369171
magnet_black,.0352241773924654,.0260095274078317
magnet_white,-.021844288972462,.027954835785102
magnet_hispanic,.0163360738111373,.0218940236255229
magnet_asian,-.0580847425653683,.0320905363250334
magnet_poverty,-.0011235883903671,.0095370066711802
magnet_el,.0271742358977614,.0173817587472621
magnet_eng_home,.0560148764213299,.0133142526631344
magnet_median_income,-.0032306499347992,.0026827740434938
magnet_lag_math,-.0386043178822947,.0078032512736511
magnet_lag_ela,.0029689592616606,.0095672091239541
magnet_peer_q,.0200887095000085,.0158104098030676
mu_theta,.0302778943662858,.0027891508605831
theta_magnet,-.0788301878407954,.008576826834721
