"","names","omega","se"
"1","Mean Utility 1","0.380944443140548","0.174813059184156"
"2","Mean Utility 2","-2.63062815477179","0.21260062113747"
"3","Mean Utility 3","4.78417682472621","0.172110864679629"
"4","Mean Utility 4","2.51982249452591","0.207991203789354"
"5","Mean Utility 5","-4.16670364112967","0.188324023278853"
"6","Mean Utility 6","-0.435488742497538","0.142299078368335"
"7","Mean Utility 7","-3.50468017732172","0.168530170798577"
"8","Mean Utility 8","-4.12027436060204","0.179488162176221"
"9","Mean Utility 9","-5.62093012178912","0.20826738982282"
"10","Mean Utility 10","0.479258740065816","0.136683769632967"
"11","Mean Utility 11","-2.50293144927587","0.205248878534337"
"12","Mean Utility 12","-0.336978750415658","0.152999544990197"
"13","Mean Utility 13","-0.221131338619701","0.134082600383768"
"14","Mean Utility 14","4.3479648933514","0.174959770428297"
"15","Mean Utility 15","-5.39256813457581","0.22137608070547"
"16","Mean Utility 16","-1.27035393136389","0.188665335799639"
"17","Mean Utility 17","-3.02939776967179","0.224470354788741"
"18","Mean Utility 18","0.955117282626932","0.187564364733255"
"19","Mean Utility 19","2.38793812207512","0.154619203624708"
"20","Mean Utility 20","-4.17613765997201","0.196696987439109"
"21","Mean Utility 21","-1.71519125010894","0.163303085728809"
"22","Mean Utility 22","-1.89823058724226","0.164293578220397"
"23","Mean Utility 23","1.47924379138731","0.137304786128134"
"24","Mean Utility 24","-2.20684493992596","0.150226374051711"
"25","Mean Utility 25","0.998911280720947","0.153435603617371"
"26","Mean Utility 26","-3.12084841505542","0.15779064837837"
"27","Mean Utility 27","1.00945197612221","0.158667191330147"
"28","Mean Utility 28","-4.92783284141867","0.20610610877427"
"29","Mean Utility 29","-5.09382906982832","0.203919009983652"
"30","Mean Utility 30","5.30381060673772","0.16343118837418"
"31","Mean Utility 31","-1.89384106442812","0.16095517886935"
"32","Mean Utility 32","-2.94307093990854","0.206671997353346"
"33","Mean Utility 33","-0.776749614799339","0.167727962641308"
"34","Mean Utility 34","1.43698714038687","0.129448569938474"
"35","Mean Utility 35","5.8199652584065","0.171492975512621"
"36","Mean Utility 36","-1.49214226089397","0.147205582057422"
"37","Mean Utility 37","-3.92867968982512","0.178060353904774"
"38","Mean Utility 38","0.261582148958297","0.160629864898536"
"39","Mean Utility 39","6.05707728022578","0.174055764585725"
"40","Mean Utility 40","14.0849022805472","0.521361714299959"
"41","U x Female","-0.125922883157086","0.0984958173995872"
"42","U x Black","0.361671223239537","0.240943310105503"
"43","U x Hispanic","0.330750643983228","0.175508979524998"
"44","U x White","-0.696599592505035","0.198120595112106"
"45","U x Poverty","0.664898627900117","0.10923454469063"
"46","U x LEP","-0.604129440152066","0.152113569367193"
"47","U x English Home","0.0292001729225233","0.140877632745862"
"48","U x Lag ELA","0.557461244622935","0.0779944314727304"
"49","U x Lag Math","0.594608574084297","0.0761890925200869"
"50","U x Income","-0.11282061098815","0.0209890675604098"
"51","U x In Magnet","3.81232915724407","0.157819208373661"
"52","U x Peer Q","-0.399070926234103","0.119457442525323"
"53","Distance Cost","-0.888903621881644","0.0210764955524696"
"54","Distance Cost x Female","-0.0186077920769618","0.00802111204120247"
"55","Distance Cost x Black","-0.014981007094235","0.0195659523712622"
"56","Distance Cost x Hispanic","-0.0992592409869675","0.0139401220867376"
"57","Distance Cost x White","-0.245675218443386","0.0219271740543856"
"58","Distance Cost x Poverty","-0.038662799351994","0.00796151391566739"
"59","Distance Cost x LEP","0.0144772280860913","0.00954784222721028"
"60","Distance Cost x English Home","-0.0098949101451318","0.0109413202407672"
"61","Distance Cost x Lag ELA","-0.0112882500472029","0.00522934030620709"
"62","Distance Cost x Lag Math","-0.0147972013989499","0.00508190621063198"
"63","Distance Cost x Income","-0.025486376252311","0.00241523996722271"
"64","Distance Cost x In Magnet","0.0527903594188203","0.0103544899689188"
"65","Distance Cost x Peer Q","0.0714990525775407","0.00959961341024401"
"66","Distance Cost Squared","0.0157311110703051","0.00055744258662785"
"67","App. Cost","3.04525283133116","0.0532107932615935"
"68","App. Cost x Female","-0.0157260897902376","0.026751606289911"
"69","App. Cost x Black","-0.104637457242133","0.0682040031060136"
"70","App. Cost x Hispanic","0.510562791609977","0.0541826787713594"
"71","App. Cost x White","0.0649133059443996","0.0557182840992707"
"72","App. Cost x Poverty","0.148652091619532","0.0301224349898937"
"73","App. Cost x LEP","0.103010882230182","0.0411005689221038"
"74","App. Cost x English Home","-0.0392186093589592","0.0368131257493367"
"75","App. Cost x Lag ELA","-0.193720419726355","0.0212536203374146"
"76","App. Cost x Lag Math","-0.0902110432423801","0.0209477360080581"
"77","App. Cost x Income","0.0135666915440286","0.00496584313107066"
"78","App. Cost x In Magnet","-0.711372228956064","0.0416189289338597"
"79","App. Cost x Peer Q","-0.323700188312752","0.0326581706267531"
"80","SD eta","1.73599720837643","0.0215460639350371"
"81","SD theta 1","1.45545112778433","0.0816901271164559"
"82","SD theta 2","1.43687953982162","0.0866397250381198"
"83","SD theta 3","1.08741542894632","0.0773979721217742"
"84","Alpha 1","3.14495773887021","0.0537624511102449"
"85","Alpha 2","1.70935151585765","0.0877102871661739"
"86","Mu theta 1","-1.25104811467185","0.0566135654001475"
"87","Mu theta 2","3.58545431473253","0.140118931489583"
"88","Type 1 Probability","0.780615871033764","0.00966876595932179"
"89","Type 2 Probability","0.185763983743376","0.0100798027210305"
"90","Mu theta 3","9.23671610121323","2.7738740294403"
