parm,est_math,se_math
female,-.0369781416327421,.0023046732891146
black,-.198698443554878,.0116266471157299
white,-.0041452735126463,.0132572160650807
hispanic,-.1389954280459936,.0100551811461791
asian,.2499312742548076,.0159334573150592
poverty,.0210162308467093,.003056261872874
el,-.1123480319178342,.0051628861554295
eng_home,-.091030721472653,.0051742692049603
lag_math,.5342005718452562,.0050722398236196
lag_ela,.2088067441110843,.0032727355089819
peer_q,-.1213846903286396,.0132252020050411
magnet_female,-.0199751852035468,.0110328429554231
magnet_black,.0664121579817744,.0289850255331151
magnet_white,-.0259932637648792,.0295156708136209
magnet_hispanic,.0159369160987101,.0248195710233788
magnet_asian,-.0928711898103802,.037504996030522
magnet_poverty,-.0122408265736764,.0133188517701167
magnet_el,.0637123359792539,.0151665940826119
magnet_eng_home,.020859422277274,.0153171553188432
magnet_median_income,-.0054918572152646,.0028980861195429
magnet_lag_math,-.0338711373749061,.0121860958537866
magnet_lag_ela,.0210631265919252,.0099886327664411
magnet_peer_q,.0304567623029432,.020453483323317
mu_theta,.0229203649587437,.0032450080207921
theta_magnet,-.0777091101063942,.0109650807918422
